,titleID,Authors,Journal,publisher,year,cited_num,cites_per_year,date,cited_num_mod,cites_per_year_mod
2118,Integrating Surveillance Data to Estimate Race/Ethnicity-specific Hysterectomy Inequalities Among Reproductive-aged Women: Who’s at Risk?,"Danielle Gartner, Paul Delamater, Robert Hummer, Jennifer Lund, Brian Pence, Whitney Robinson",Epidemiology,couldnt find,2020,2,2.260061919504644,2020-05-01,3,3.390092879256966
2119,"Assessment of Exemptions From Vaccination in California, 2015 to 2027","Paul L Delamater, Alison M Buttenheim, Nicola P Klein, Salini Mohanty, Daniel A Salmon, Saad B Omer",Annals of Internal Medicine,couldnt find,2019,2,1.4570858283433132,2019-11-05,3,2.18562874251497
2121,8 months to 5 days: what happened when Pennsylvania changed the vaccination regulations for provisional enrollment?,"Salini Mohanty, Paul Delamater, Kristen Feemster, Alison M Buttenheim",Human Vaccines & Immunotherapeutics,Taylor & Francis,2020,1,1.1370716510903427,2020-05-03,2,2.2741433021806854
2122,Accessible metrics of access: Novel tools to measure immunization coverage in rural sub-Saharan Africa,"Ross M Boyce, Paul Delamater, Rabbison Muhindo, Michael Matte, Moses Ntaro, Robert Verity, Edgar Mulogo",Gates Open Research,F1000 Research Limited,2019,1,0.6636363636363636,2019-09-17,2,1.3272727272727272
2123,"Author's reply:"" It could have been much worse: The Minnesota measles outbreak of 2017"".","Timothy F Leslie, Paul L Delamater, Y Tony Yang",Vaccine,couldnt find,2019,1,0.46734955185659405,2019-01-29,2,0.9346991037131881
2124,Comment on “A Conceptual Framework for Quality Healthcare Accessibility: a Scalable Approach for Big Data Technologies”,Paul L Delamater,Information Systems Frontiers,Springer US,2018,1,0.33671586715867163,2018-04-01,2,0.6734317343173433
2125,Land use and land cover characterization of inaccessible sites in the Colombian Amazon,"Joseph P Messina, Paul L Delamater","Proceedings of the American Society for Photogrammetric Engineering and Remote Sensing, Anchorage, Alaska",couldnt find,2003,1,0.055870197459054034,2003-05-01,2,0.11174039491810807
2126,Studying Attitudes Towards Vaccine Hesitance and California Law SB 277 in Online Discourse: A Dataset and Methodology,"Kali DeDominicis, Alison M Buttenheim, Amanda C Howa, Paul L Delamater, Daniel Salmon, Nicola P Klein, Saad B Omer",Data in Brief,Elsevier,2021,0,0.0,2021-02-24,1,15.208333333333336
2127,Patterns of black and white hysterectomy incidence among reproductive aged women.,"Danielle R Gartner, Paul L Delamater, Robert A Hummer, Jennifer L Lund, Brian W Pence, Whitney R Robinson",Health Services Research,couldnt find,2021,0,0.0,2021-02-21,1,13.518518518518519
2128,School-level perceptions and enforcement of the elimination of nonmedical exemptions to vaccination in California,"Taylor A Holroyd, Amanda C Howa, Tina M Proveaux, Paul L Delamater, Nicola P Klein, Alison M Buttenheim, Rupali J Limaye, Saad B Omer, Daniel A Salmon",Human Vaccines & Immunotherapeutics,Taylor & Francis,2021,0,0.0,2021-01-25,1,6.7592592592592595
2129,"Travel time, availability of emergency obstetric care, and perceived quality of care associated with maternal healthcare utilisation in Afghanistan: A multilevel analysis","Christine Kim, Hannah Tappis, Laila Natiq, Bruce Fried, Kristen Hassmiller Lich, Paul L Delamater, Morris Weinberger, Justin G Trogdon",Global Public Health,Taylor & Francis,2021,0,0.0,2021-01-13,1,5.53030303030303
2130,Measuring Multiple Dimensions and Indices of Non-Vaccination Clustering in Michigan: 2008-2018,"Nina B Masters, Paul L Delamater, Matthew L Boulton, Jon Zelner",American Journal of Epidemiology,couldnt find,2020,0,0.0,2020-12-11,1,3.686868686868687
2131,"Associations of tobacco retailer availability with chronic obstructive pulmonary disease related hospital outcomes, United States, 2014","Amanda Y Kong, Christopher D Baggett, Nisha C Gottfredson, Kurt M Ribisl, Paul L Delamater, Shelley D Golden",Health & Place,Pergamon,2020,0,0.0,2020-12-01,1,3.3486238532110093
2132,"Parental vaccine attitudes, beliefs, and practices: initial evidence in California after a vaccine policy change","Taylor A Holroyd, Amanda C Howa, Paul L Delamater, Nicola P Klein, Alison M Buttenheim, Rupali J Limaye, Tina M Proveaux, Saad B Omer, Daniel A Salmon",Human Vaccines & Immunotherapeutics,Taylor & Francis,2020,0,0.0,2020-10-30,1,2.588652482269503
2133,"Examining vaccination coverage in Germany: spatiotemporal clustering of MMR coverage, 2008–14","Cory N Spencer, Paul L Delamater",European Journal of Public Health,Oxford University Press,2020,0,0.0,2020-10-01,1,2.1470588235294117
2134,Travel Time to Title X Facilities and Teenage Birth Rates in North Carolina.,"Christopher A Bennett, Paul L Delamater",Maternal and Child Health Journal,couldnt find,2020,0,0.0,2020-06-03,1,1.2586206896551724
2135,Implementation of Eugenic Sterilization in North Carolina: Geographic Proximity to Raleigh and its Association with Female Sterilization During the Mid-20th Century,"Danielle R Gartner, Anna L Krome-Lukens, Paul L Delamater",Southeastern Geographer,The University of North Carolina Press,2020,0,0.0,2020-01-01,1,0.822072072072072
2136,Changes in homeschooling rates following elimination of nonmedical exemptions from school entry vaccine mandates in California,"Alison M Buttenheim, Caroline M Joyce, Salini Mohanty, Amanda Howa, Nicola Klein, Daniel Salmon, Saad Omer, Paul Delamater",APHA's 2019 Annual Meeting and Expo (Nov. 2-Nov. 6),American Public Health Association,2019,0,0.0,2019-11-05,1,0.7285429141716566
2137,8 months to 5 days: What happened when Pennsylvania changed the immunization regulations for provisional enrollment?,"Salini Mohanty, Paul Delamater, Kristen Feemster, Alison M Buttenheim",APHA's 2019 Annual Meeting and Expo (Nov. 2-Nov. 6),American Public Health Association,2019,0,0.0,2019-11-05,1,0.7285429141716566
2138,"Geographic Information Analysis: Using Spatial Data to Display, Manipulate, and Analyze",Paul L Delamater,Journal of Mason Graduate Research,couldnt find,2017,0,0.0,2017-07-14,1,0.27137546468401486
2140,Utilizing Satellite Precipitation Products to Understand the Link Between Climate Variability and Malaria,"Aneela Mousam, Viviana Maggioni, Paul L Delamater, Benjamin Cash, Antonio Quispe",2015 AGU Fall Meeting,AGU,2015,0,0.0,2015-12-18,1,0.19020323084940075
2141,A Bayesian Spatio-Temporal Approach to Forecast Future Climate-Blending Regional Climate Model Predictions for the American Southwest,"E Salazar, B Sanso, A Finley, D Hammerling, I Steinsland, X Wang, P Delamater",AGU Fall Meeting Abstracts,couldnt find,2011,0,0.0,2011-12-01,1,0.10744774801295259
2143,Do women get posttraumatic stress disorder as a result of childbirth? A prospective study of incidence,"Susan Ayers, Alan D Pickering",Birth,Blackwell Science Inc,2001,502,25.33600663716814,2001-06-01,503,25.386476769911503
2144,Spatial memory deficits in patients with unilateral damage to the right hippocampal formation,"Sharon Abrahams, Alan Pickering, Charles E Polkey, Roger G Morris",Neuropsychologia,Pergamon,1997,340,14.032112166440523,1997-01-01,341,14.073383084577113
2145,Measuring belief in conspiracy theories: The generic conspiracist beliefs scale,"Robert Brotherton, Christopher C French, Alan D Pickering",Frontiers in psychology,Frontiers,2013,330,42.11538461538461,2013-05-21,331,42.24300699300699
2146,Abolition of latent inhibition by a single 5 mg dose of d-amphetamine in man,"NS Gray, AD Pickering, DR Hemsley, S Dawling, JA Gray",Psychopharmacology,Springer-Verlag,1992,291,10.097442722692271,1992-06-01,292,10.132141838577812
2147,Relation between cognitive dysfunction and pseudobulbar palsy in amyotrophic lateral sclerosis.,"S Abrahams, LH Goldstein, A Al-Chalabi, Alan Pickering, RG Morris, RE Passingham, DJ Brooks, PN Leigh","Journal of Neurology, Neurosurgery & Psychiatry",BMJ Publishing Group Ltd,1997,285,11.924002751031637,1997-05-01,286,11.965841357175607
2148,Location of lesions in Korsakoff's syndrome: neuropsychological and neuropathological data on two patients,"Andrew R Mayes, Peter R Meudell, David Mann, Alan Pickering",Cortex,Elsevier,1988,246,7.5529946164199195,1988-09-01,247,7.583697846567968
2149,Attentional bias in obsessional compulsive disorder,"Philip R Tata, Judy A Leibowitz, Mark J Prunty, Mary Cameron, Alan D Pickering",Behaviour Research and Therapy,Pergamon,1996,235,9.313246471226927,1996-01-01,236,9.352877307274701
2150,Disrupting feedback processing interferes with rule-based but not information-integration category learning,"W Todd Maddox, F Gregory Ashby, A David Ing, Alan D Pickering",Memory & cognition,Springer-Verlag,2004,215,12.789276401564535,2004-06-01,216,12.84876140808344
2151,Characteristics of eyewitness identification that predict the outcome of real lineups,"Tim Valentine, Alan Pickering, Stephen Darling",Applied Cognitive Psychology: The Official Journal of the Society for Applied Research in Memory and Cognition,"John Wiley & Sons, Ltd.",2003,210,12.130083874030701,2003-12-01,211,12.187846178192753
2152,Hippocampal involvement in spatial and working memory: a structural MRI analysis of patients with unilateral mesial temporal lobe sclerosis,"Sharon Abrahams, RG Morris, CE Polkey, JM Jarosz, TCS Cox, M Graves, Alan Pickering",Brain and cognition,Academic Press,1999,197,9.170386430302257,1999-10-01,198,9.216936615227649
2153,Personality and reinforcement in associative and instrumental learning,"Philip J Corr, Alan D Pickering, Jeffrey A Gray",Personality and individual Differences,Pergamon,1995,192,7.4600809027038535,1995-07-01,193,7.498935490738769
2155,The effect of aerobic training on rehabilitation outcomes after recent severe brain injury: a randomized controlled evaluation,"Andrew Bateman, F Jane Culpan, Alan D Pickering, Jane H Powell, Oona M Scott, Richard J Greenwood",Archives of physical medicine and rehabilitation,WB SAUNDERS CO,2001,177,8.819795221843004,2001-02-28,178,8.86962457337884
2156,"Dopamine, appetitive reinforcement, and the neuropsychology of human learning: An individual differences approach","Alan Pickering, Jeffrey A Gray",Advances in individual differences research,"PABST Science Publishers Lengerich,, Germany",2001,177,8.75050792360829,2001-01-01,178,8.799945821481783
2157,"Relapse to smoking during unaided cessation: clinical, cognitive and motivational predictors","Jane Powell, Lynne Dawkins, Robert West, John Powell, Alan Pickering",Psychopharmacology,Springer-Verlag,2010,171,16.59090909090909,2010-12-01,172,16.687931951089844
2158,Damage to the salience network and interactions with the default mode network,"Sagar R Jilka, Gregory Scott, Timothy Ham, Alan Pickering, Valerie Bonnelle, Rodrigo M Braga, Robert Leech, David J Sharp",Journal of neuroscience,[PDF] from jneurosci.org,2014,169,25.58481957693903,2014-08-13,170,25.736209041891332
2160,Women's expectations and experience of birth,"Susan Ayers, AD Pickering",Psychology & Health,Taylor & Francis Group,2005,137,8.488372093023257,2005-02-01,138,8.550331013410288
2161,"Personality, punishment, and procedural learning: a test of JA Gray's anxiety theory.","Philip J Corr, Alan D Pickering, Jeffrey A Gray",Journal of Personality and Social Psychology,American Psychological Association,1997,136,5.750695088044485,1997-08-01,137,5.792979610750694
2163,Review of treatments for severe personality disorder,"Fiona Warren, Katherine Preedy-Fayers, Gill McGauley, Alan Pickering, K Norton, JR Geddes, B Dolan",Home Office online report,couldnt find,2003,118,6.531695480740067,2003-03-01,119,6.587048832271763
2164,Lack of cognitive recovery following withdrawal from long-term benzodiazepine use,"Philip R Tata, J Rollings, M Collins, Alan Pickering, RR Jacobson",Psychological medicine,Cambridge University Press,1994,117,4.3097184377838325,1994-02-01,118,4.346553638106772
2165,The relationship between cognitive inhibition and psychotic symptoms.,"Emmanuelle R Peters, Alan D Pickering, Andrew Kent, Anthony Glasper, Mondanna Irani, Anthony S David, Samantha Day, David R Hemsley",Journal of Abnormal Psychology,American Psychological Association,2000,111,5.376194267515924,2000-08-01,112,5.424628450106157
2166,‘Cognitive inhibition’and positive symptomatology in schizotypy,"Emmanuelle R Peters, Alan D Pickering, David R Hemsley",British Journal of Clinical Psychology,Blackwell Publishing Ltd,1994,110,4.051872035523262,1994-02-01,111,4.088707235846201
2167,Performance on tests sensitive to frontal lobe lesions by patients with organic amnesia: Leng & Parkin revisited,"Mohammed A Shoqeirat, Andrew Mayes, Christopher MacDonald, Peter Meudell, Alan Pickering",British Journal of Clinical Psychology,Blackwell Publishing Ltd,1990,102,3.3549608002162747,1990-11-01,103,3.3878525727674145
2168,A double-blind placebo controlled experimental study of nicotine: I—effects on incentive motivation,"Lynne Dawkins, Jane H Powell, Robert West, John Powell, Alan Pickering",Psychopharmacology,Springer-Verlag,2006,101,7.05820409726211,2006-12-01,102,7.128087306145893
2169,The neuropsychology of impulsive antisocial sensation seeking personality traits: From dopamine to hippocampal function,Alan D Pickering,On the psychobiology of personality: Essays in honor of Marvin Zuckerman,Elsevier,2004,99,5.746660305343512,2004-01-01,100,5.804707379134861
2170,The relationship between Gray's and Eysenck's personality spaces,"Amelia Díaz, Alan D Pickering",Personality and Individual Differences,Pergamon,1993,99,3.5912343470483004,1993-09-01,100,3.6275094414629296
2171,A double-blind placebo-controlled experimental study of nicotine: II—Effects on response inhibition and executive functioning,"Lynne Dawkins, Jane H Powell, Robert West, John Powell, Alan Pickering",Psychopharmacology,Springer-Verlag,2007,90,6.399766218585623,2007-03-01,91,6.470874732125463
2172,JA Gray’s reinforcement sensitivity theory (RST) of personality,"Alan Pickering, Philip J Corr",The SAGE handbook of personality theory and assessment,couldnt find,2008,89,6.927916400085306,2008-05-18,90,7.005758157389636
2173,Regency and frequency judgements in alcoholic amnesics and normal people with poor memory,"PR Meudell, AR Mayes, A Ostergaard, Alan Pickering",Cortex,Elsevier,1985,88,2.4912743349104165,1985-12-01,89,2.5195842705343985
2174,Individual differences in reward–prediction–error: extraversion and feedback-related negativity,"Luke D Smillie, Andrew J Cooper, Alan D Pickering",Social Cognitive and Affective Neuroscience,Oxford University Press,2011,87,9.183053788316945,2011-10-01,88,9.288606130711393
2175,"Patterns of change in withdrawal symptoms, desire to smoke, reward motivation and response inhibition across 3 months of smoking abstinence","Lynne Dawkins, Jane H Powell, Alan Pickering, John Powell, Robert West",Addiction,Blackwell Publishing Ltd,2009,83,6.9788067265607,2009-05-01,84,7.062888735314443
2176,The behavioural activation system: Challenges and opportunities,"Alan D Pickering, Luke D Smillie",The reinforcement sensitivity theory of personality,couldnt find,2008,80,6.049305987155583,2008-01-01,81,6.124922311995029
2177,Do measures of schizotypal personality provide non-clinical analogues of schizophrenic symptomatology?,"Mary Cochrane, Ian Petch, Alan D Pickering",Psychiatry Research,Elsevier,2010,79,7.250440030173498,2010-04-30,80,7.342217752074428
2178,Personality and reinforcement: An exploration using a maze-learning task,"Alan D Pickering, Amelia Díaz, Jeffrey A Gray",Personality and Individual Differences,Pergamon,1995,79,3.0400632577754347,1995-04-01,80,3.0785450711649975
2179,Aspects of cognitive functioning in schizotypy and schizophrenia: evidence for a continuum model,"Mary Cochrane, Ian Petch, Alan D Pickering",Psychiatry research,Elsevier,2012,77,8.658348736906962,2012-04-30,78,8.77079482439926
2180,New approaches to the study of amnesic patients: What can a neurofunctional philosophy and neural network methods offer?,Alan D Pickering,Memory,Taylor & Francis Group,1997,77,3.177860696517413,1997-01-01,78,3.2191316146540023
2181,Psychoticism and dopamine D2 binding in the basal ganglia using single photon emission tomography,"Nicola S Gray, Alan D Pickering, Jeffrey A Gray",Personality and individual differences,Pergamon,1994,75,2.8315059991725278,1994-09-30,76,2.869259412494828
2183,The conceptual nervous system and personality: From Pavlov to neural networks,Alan D Pickering,European Psychologist,Hogrefe & Huber Publishers,1997,74,3.0540479421076436,1997-01-01,75,3.0953188602442334
2184,Variation in DRD2 dopamine gene predicts extraverted personality,"Luke D Smillie, Andrew J Cooper, Petroula Proitsi, John F Powell, Alan D Pickering",Neuroscience Letters,Elsevier,2010,72,6.436443791329904,2010-01-14,73,6.525838843987264
2186,"Individual differences in reward prediction error: contrasting relations between feedback-related negativity and trait measures of reward sensitivity, impulsivity and extraversion","Andrew J Cooper, Éilish Duke, Alan D Pickering, Luke D Smillie",Frontiers in human neuroscience,Frontiers,2014,62,8.987291501191422,2014-04-28,63,9.132247815726767
2187,Amnesic sensitivity to proactive interference: Its relationship to priming and the causes of amnesia,"Andrew R Mayes, Alan Pickering, Andrew Fairbairn",Neuropsychologia,Pergamon,1987,62,1.810834600304073,1987-01-01,63,1.8400416099863968
2188,A facial expression for anxiety.,"Adam M Perkins, Sophie L Inchley-Mort, Alan D Pickering, Philip J Corr, Adrian P Burgess",Journal of personality and social psychology,American Psychological Association,2012,60,6.748844375963021,2012-05-01,61,6.861325115562404
2189,Use of neural networks in brain SPECT to diagnose Alzheimer's disease,"Michael PA Page, Robert J Howard, John T O'Brien, Muriel S Buxton-Thomas, Alan D Pickering",Journal of Nuclear Medicine,[PDF] from snmjournals.org,1996,55,2.187057413661619,1996-02-01,56,2.226822093910012
2190,Sociability/impulsivity and caffeine-induced arousal: Critical flicker/fusion frequency and procedural learning,"Philip J Corr, Alan D Pickering, Jeffrey A Gray",Personality and Individual Differences,Pergamon,1995,53,2.0527376910016977,1995-06-01,54,2.091468590831919
2191,Space and the hippocampal formation in humans.,"Robin G Morris, Alan Pickering, Sharon Abrahams, Janet D Feigenbaum",Brain Research Bulletin,Elsevier Science,1996,45,1.783387622149837,1996-01-01,46,1.8230184581976112
2192,"Individual differences in cognitive-flexibility: The influence of spontaneous eyeblink rate, trait psychoticism and working memory on attentional set-shifting","Ian J Tharp, Alan D Pickering",Brain and cognition,Academic Press,2011,44,4.373638344226579,2011-03-01,45,4.473039215686274
2193,The differential effects of chlorpromazine and haloperidol on latent inhibition in healthy volunteers,"Denise McCartan, Robert Bell, Jonathan F Green, Clarke Campbell, Karen Trimble, Alan Pickering, David J King",Journal of Psychopharmacology,Sage Publications,2001,43,2.142954669579465,2001-03-01,44,2.192790824685964
2195,"A note on DeCaro, Thomas, and Beilock (2008): Further data demonstrate complexities in the assessment of information–integration category learning","Ian J Tharp, Alan D Pickering",Cognition,Elsevier,2009,41,3.47215777262181,2009-06-01,42,3.556844547563805
2196,Cross-species differences in color categorization,"Joël Fagot, Julie Goldstein, Jules Davidoff, Alan Pickering",Psychonomic bulletin & review,Springer-Verlag,2006,41,2.7373330894457655,2006-04-01,42,2.804097311139565
2197,Distractor cueing effects on choice reaction time and their relationship with schizotypal personality,"C Steel, DR Hemsley, AD Pickering",British journal of clinical psychology,Blackwell Publishing Ltd,2002,38,2.019804863841561,2002-06-01,39,2.072957623416339
2198,The effect of amphetamine on Kamin blocking and overshadowing,"CMP O'Tuathaigh, C Salum, AMJ Young, AD Pickering, MH Joseph, PM Moran",Behavioural pharmacology,LWW,2003,37,2.08668108776267,2003-07-01,38,2.143077873918418
2199,Indirect measures of memory in a duration-judgement task are normal in amnesic patients,"Ken A Paller, Andrew R Mayes, Mark McDermott, Alan D Pickering, Peter R Meudell",Neuropsychologia,Pergamon,1991,36,1.1906487857919537,1991-01-01,37,1.2237223631750633
2200,Amnesia and memory for modality information,"Alan D Pickering, Andrew R Mayes, Andrew F Fairbairn",Neuropsychologia,Pergamon,1989,33,1.0237123916369197,1989-01-01,34,1.054733979262281
2201,The electrophysiological time course of somatosensory spatial remapping: vision of the hands modulates effects of posture on somatosensory evoked potentials,"Silvia Rigato, Andrew J Bremner, Luke Mason, Alan Pickering, Rob Davis, José van Velzen",European Journal of Neuroscience,couldnt find,2013,29,3.8393180993833878,2013-09-01,30,3.9717083786724703
2203,Accidents and problem behaviour.,"Robert West, Helen Train, Marianne Junger, Anne West, Alan Pickering",The Psychologist,British Psychological Society,1999,23,1.0623892685396101,1999-08-01,24,1.1085801063022018
2204,Perceptual organization deficits in psychotic patients,"Emmanuelle R Peters, Julia A Nunn, Alan D Pickering, David R Hemsley",Psychiatry Research,Elsevier,2002,22,1.1693607106451143,2002-06-01,23,1.2225134702198923
2206,Mood disorder and chronic hypercalcemia,"REB White, Alan Pickering, GS Spathis",Journal of psychosomatic research,Elsevier,1996,22,0.8986123545210385,1996-10-01,23,0.9394583706356312
2207,The effects of anti‐hypertensive medication on learning and memory.,"JANE Powell, Alan Pickering, Maria Wyke, T Goggin",British journal of clinical pharmacology,Blackwell Science Ltd,1993,22,0.7815845824411135,1993-02-01,23,0.817111154370255
2208,Why are amnesic judgements of recency and frequency made in a qualitatively different way from those of normal people?,"A. R. Mayes, A. D. Baddeley, J. Cockburn, P R. Meudell, A. Pickering, B. Wilson",Cortex: A Journal Devoted to the Study of the Nervous System and Behavior,Masson Italia,1989,21,0.6651913564175996,1989-09-01,22,0.6968671352946282
2209,Formal and computational models of Reinforcement Sensitivity Theory,Alan D Pickering,The reinforcement sensitivity theory of personality,couldnt find,2008,20,1.5123264967888959,2008-01-01,21,1.5879428216283407
2210,Associations between schizotypal personality traits and the facilitation and inhibition of the speed of contextually cued responses,"Craig Steel, David R Hemsley, Alan D Pickering",Psychiatry research,Elsevier,2007,17,1.2157131661442007,2007-03-30,18,1.2872257053291536
2211,Modeling dopaminergic and other processes involved in learning from reward prediction error: contributions from an individual differences perspective,"Alan D Pickering, Francesca Pesola",Frontiers in human neuroscience,Frontiers,2014,16,2.4714346170122723,2014-09-30,17,2.6258992805755392
2213,Extraversion and reward-processing: Consolidating evidence from an electroencephalographic index of reward-prediction-error,"Luke D Smillie, Hayley K Jach, David M Hughes, Jan Wacker, Andrew J Cooper, Alan D Pickering",Biological psychology,Elsevier,2019,13,8.383392226148409,2019-09-01,14,9.02826855123675
2214,Kamin blocking is not disrupted by amphetamine in human subjects,"NS Gray, AD Pickering, JA Gray, Steven H Jones, S Abrahams, DR Hemsley",Journal of Psychopharmacology,Sage Publications,1997,12,0.5055985224518066,1997-07-01,13,0.5477317326561237
2215,Schizophrenia: In context or in the garbage can?,Alan D Pickering,Behavioral and Brain Sciences,Cambridge University Press,1993,12,0.4274838961545969,1993-03-01,13,0.46310755416747995
2216,Neurotic individuals are not creative thinkers,"Alan D Pickering, Luke D Smillie, Colin G DeYoung",Trends in Cognitive Sciences,couldnt find,2016,10,1.916010498687664,2016-01-01,11,2.1076115485564304
2217,"Erratum to: Relapse to smoking during unaided cessation: clinical, cognitive and motivational predictors","Jane Powell, Lynne Dawkins, Robert West, John Powell, Alan Pickering",Psychopharmacology,Springer-Verlag,2011,9,0.9175977653631284,2011-06-01,10,1.0195530726256983
2218,Korsakoff amnesics are poor at judging the sequence of two tones,"Peter R Meudell, Andrew R Mayes, C MacDonald, Alan Pickering, Andrew F Fairbairn",Cortex,Elsevier,1991,8,0.2705457240804225,1991-09-01,9,0.3043639395904753
2219,"The partial reinforcement extinction effect in humans: effects of schizophrenia, schizotypy and low doses of amphetamine","Nicola S Gray, Alan D Pickering, Robert J Snowden, David R Hemsley, Jeffrey A Gray",Behavioural brain research,Elsevier,2002,7,0.37463343108504404,2002-07-18,8,0.42815249266862176
2221,Personality correlates of the dopaminergic facilitation of incentive motivation: Impulsive sensation seeking rather than extraversion?,Alan D Pickering,Behavioral and Brain Sciences,Cambridge University Press,1999,6,0.2750219766419691,1999-06-01,7,0.32085897274896397
2223,On the shoulders of giants,"Alan D Pickering, Andrew J Cooper, Luke D Smillie, Philip J Corr",The Psychologist,couldnt find,2013,5,0.6083333333333333,2013-01-01,6,0.7299999999999999
2224,"Trait anxiety, infrequent emotional conflict, and the emotional face Stroop task","Andrew R du Rocher, Alan D Pickering",Personality and Individual Differences,Pergamon,2017,4,1.0518731988472623,2017-06-01,5,1.3148414985590777
2225,“Rare” emotive faces and attentional orienting.,"Gustav Kuhn, Alan Pickering, Geoff G Cole",Emotion,American Psychological Association,2016,4,0.7790821771611527,2016-02-01,5,0.9738527214514409
2226,The hippocampus and space: are we flogging a dead (sea-) horse?,AD Pickering,Hippocampus,couldnt find,1993,4,0.14167879670063077,1993-01-01,5,0.17709849587578844
2227,Increased schizotypy scores in normal subjects following the oral administration of d-amphetamine,"NS Gray, AD Pickering, JA Gray",Schizophrenia Research,couldnt find,1996,3,0.11889250814332247,1996-01-01,4,0.15852334419109662
2229,The effects of social anxiety on emotional face discrimination and its modulation by mouth salience,"Andrew R du Rocher, Alan D Pickering",Cognition and Emotion,Routledge,2018,2,0.6218057921635435,2018-01-01,3,0.9327086882453152
2230,Priming tasks in normal subjects: What do they reveal about amnesia?,"Alan Pickering, AR Mayes, M Shoqeirat",Practical Aspects of Memory: Clinical and educational implications,John Wiley & Sons Inc,1988,2,0.0601714474118035,1988-01-01,3,0.09025717111770525
2231,Examining the relationship between impulsivity-related personality traits and e-cigarette use in adults,"Dimitra Kale, Alan Pickering, Andrew Cooper",Addictive behaviors,Pergamon,2020,1,1.3931297709923662,2020-07-01,2,2.7862595419847325
2232,Examining the psychometric properties of the CEAC (Comparing e-Cigarette and Cigarette) Questionnaire and its usefulness as a predictor of e-cigarette use,"Dimitra Kale, Alan Pickering, Andrew Cooper",Substance use & misuse,Taylor & Francis,2020,1,0.822072072072072,2020-01-01,2,1.644144144144144
2235,Delinquency and accidents in children,"Marianne Junger, Robert West, Gerard Maassen, Helen Train, Alan Pickering, Eric Taylor, Anne West",The ADHD Report,Guilford Publications Inc.,2004,1,0.05948500651890482,2004-06-01,2,0.11897001303780964
2236,The neural bases of recollection and familiarity: Preliminary tests of the Aggleton–Brown mode,Alan D Pickering,Behavioral and Brain Sciences,Cambridge University Press,1999,1,0.045836996106994855,1999-06-01,2,0.09167399221398971
2238,Gestalt Processing and Psychotic Symptoms,"ER Peters, Alan Pickering, DR Hemsley",Schizophrenia Research,couldnt find,1994,1,0.036720321931589535,1994-01-01,2,0.07344064386317907
2240,Individual differences in relative left frontal cortical activity and willingness to expend effort for reward,"É Duke, M Stavrou, L Smillie, A Pickering, A Cooper",Personality and Individual Differences,Elsevier BV,2016,0,0.0,2016-10-01,1,0.22378908645003065
2241,Using the differential cognitive neuroscience framework to explore the psychobiological bases of personality traits,"AD Pickering, A du Rocher, D Hunt",Personality and Individual Differences,couldnt find,2016,0,0.0,2016-01-01,1,0.19160104986876642
2242,Dopaminergic processes of signal gain and reward prediction error learning: Insights from models with individual differences,"A Pickering, F Pesola",Personality and Individual Differences,Pergamon,2014,0,0.0,2014-04-01,1,0.14341846758349705
2243,Trait Anticipatory Pleasure (but not Consummatory Pleasure) predicts reward directed behaviour and an EEG index of dopamine signalling,"LD Smillie, JT Geaney, Eilish Duke, AD Pickering, AJ Cooper",Personality and Individual Differences,Pergamon,2014,0,0.0,2014-04-01,1,0.14341846758349705
2244,CORRIGENDUM The electrophysiological time course of somatosensory spatial remapping: vision of the hands modulates effects of posture on somatosensory evoked potentials,"Silvia RIGATO, Andrew J BREMNER, Luke MASON, Alan PICKERING, Rob DAVIS, José VAN VELZEN",European journal of neuroscience,Blackwell,2014,0,0.0,2014-01-01,1,0.13851992409867173
2245,Stop! In the Name of Conflict: Breaking into the Heart of Behavioural Inhibition?,Alan Pickering,European Journal of Personality,Wiley,2010,0,0.0,2010-07-20,1,0.0936858316221766
2247,GOLDSMITHS Research Online,"Alan Pickering, Jules B Davidoff, J Fagot, J Goldstein",Psychonomic Bulletin & Review,couldnt find,2006,0,0.0,2006-01-01,1,0.06568292244016556
2248,The influence of schizotypal personality on measures of executive function in healthy individuals,"M Cochrane, Alan Pickering",Schizophrenia Research,Elsevier,2004,0,0.0,2004-02-15,1,0.0584654813390998
2249,Dynamic thresholds for controlling encoding and retrieval operations in localist (or distributed) neural networks: The need for biologically plausible implementations,Alan D Pickering,Behavioral and Brain Sciences,Cambridge University Press,2000,0,0.0,2000-08-01,1,0.04843418259023355
2253,The global distribution and dynamics of surface soil moisture,"Kaighin A McColl, Seyed Hamed Alemohammad, Ruzbeh Akbar, Alexandra G Konings, Simon Yueh, Dara Entekhabi",Nature Geoscience,Nature Publishing Group,2017,159,38.484748010610076,2017-02-01,160,38.72679045092838
2254,Regionally strong feedbacks between the atmosphere and terrestrial biosphere,"Julia K Green, Alexandra G Konings, Seyed Hamed Alemohammad, Joseph Berry, Dara Entekhabi, Jana Kolassa, Jung-Eun Lee, Pierre Gentine",Nature Geoscience,Nature Publishing Group,2017,110,28.92651296829971,2017-06-01,111,29.189481268011527
